customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CustomerFeedback,MonthlyIncome
9092-GDZKO,Male,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.85,493.4,No,"I have been a customer with this company for almost two years now and I have been very satisfied with the service. The monthly charges are very reasonable at $24.85 and I appreciate the convenience of the automatic credit card payments. Even though I do not have internet service with this company, I have not encountered any issues with my billing or payments. Overall, I am happy with the service and have no intentions of churning.",6396
3657-COGMW,Female,1,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.1,5839.3,No,"I have been a customer with this company for over four years now and I have been extremely satisfied with their fiber optic internet service. The speed and reliability have been consistent throughout my tenure and I have never experienced any downtime. The monthly charges of $108.1 are reasonable for the quality of service I receive. The convenience of automatic credit card payments also makes managing my account hassle-free. Overall, I have no complaints and would highly recommend this company to others looking for reliable internet service.",1251
4598-ZADCK,Female,0,No,No,53,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,53.6,2879.2,No,"I have been a customer with this company for over four years now and I have been very satisfied with the service. The DSL internet service has been reliable and the monthly charges are very affordable at $53.6. I appreciate the convenience of paying with electronic check. Overall, I have had no issues with the service and would recommend it to others.",2199
2639-UGMAZ,Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,No,"I have been a loyal customer with this company for over 6 years now and I have been very satisfied with the service. The monthly charges are reasonable at $56.45 and the DSL internet service has been reliable. I appreciate the convenience of the electronic check payment method. Overall, I have no complaints and I am happy to continue with this company for my internet service.",5479
4191-XOVOM,Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.4,6713.2,No,"I have been a customer with this company for over 5 years now and I have been extremely satisfied with the service. The fiber optic internet is fast and reliable, and I have never experienced any downtime. The monthly charges are reasonable at $105.4 and the payment method through electronic check is convenient. I appreciate that I am on a month-to-month contract, as it gives me the flexibility to make changes if needed. Overall, I have no complaints and would highly recommend this company to others.",738
1704-NRWYE,Female,1,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,751.65,Yes,"I recently canceled my service after being a customer for 9 months. I was on a month-to-month contract and was paying $80.85 per month for fiber optic internet. I found a better deal with another provider and decided to switch. Overall, the service was reliable and I didn't have any major issues with the connection. I appreciated being able to pay with electronic check, as it was convenient for me. However, the monthly charges were a bit high compared to other options available in my area. Overall, I had a good experience with the service, but ultimately decided to switch due to cost.",7428
4138-NAXED,Male,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.0,4085.75,No,"I have been a customer with this fiber optic internet service provider for 51 months now and I am very satisfied with their service. The automatic bank transfer payment method is convenient and hassle-free. The monthly charges of $81.0 are reasonable for the quality of internet service I receive. I appreciate being on a month-to-month contract as it gives me the flexibility to change my plan if needed. Overall, I have had a positive experience with this provider and have no plans to churn in the near future.",2542
0280-XJGEX,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.7,5036.3,Yes,"I recently decided to switch internet providers after being with my previous provider for almost four years. While the fiber optic internet service was reliable and fast, the monthly charges of $103.70 were a bit steep for me, especially since I was on a month-to-month contract. The automatic bank transfer payment method was convenient, but ultimately I decided to shop around for a more cost-effective option. Overall, I had a positive experience with the service itself, but the pricing ultimately led me to churn.",4473
9799-CAYJJ,Female,1,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3,153.8,No,"I have been a customer with this fiber optic internet service provider for 2 months now and I am very satisfied with the service. The connection is fast and reliable, and I have not experienced any issues with downtime or slow speeds. The monthly charges of $69.3 are reasonable for the quality of service I am receiving. I appreciate the convenience of being able to pay with an electronic check. Overall, I am happy with my decision to choose this provider and have no plans to switch in the near future.",2429
1964-SVLEA,Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.7,415.9,No,"I have been a customer with this company for 20 months now, and I have had a positive experience overall. The monthly charges are reasonable at $19.70, and I appreciate the option to pay by mailed check. However, I do not have internet service with this company, which is a bit of a drawback for me. Overall, I am satisfied with the service and have not experienced any issues that would make me want to churn.",7572
1333-PBMXB,Female,0,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.75,1342.15,No,"I have been a customer with this company for over 4 years and have been very satisfied with the service. The automatic bank transfer payment method is convenient and hassle-free. The monthly charges are very affordable at $24.75. Although I do not have internet service with this company, I have had no issues with my current service. Overall, I am happy with my experience and would recommend this company to others.",1188
