customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,CustomerFeedback,MonthlyIncome
5529-GIBVH,Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,1046.2,"I have been a customer with this company for almost 4 years now and I have been satisfied with the service overall. The monthly charges are reasonable at $20.15 and I appreciate the option to pay by mailed check. However, I do wish there was an option for internet service as that is something I could benefit from. Overall, I have no complaints and am happy to continue my contract with this company.",8925
5442-PPTJY,Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,258.35,"I have been a customer with this company for 12 months now and I am pleased to say that I have not experienced any issues with their service. Despite not having internet service from them, I find their monthly charges of $19.7 to be reasonable. I prefer to pay my bills through mailed checks and have had no problems with this payment method. Overall, I am satisfied with my experience as a customer and have no plans to churn in the near future.",3502
6319-QSUSR,Female,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.7,216.2,"I have been a customer with this company for 11 months now on a month-to-month contract. I am pleased to say that I have had no issues with churning and my automatic credit card payments of $19.7 per month have been hassle-free. However, I do not have internet service with this company so I cannot speak to that aspect of their services. Overall, I am satisfied with my experience so far.",7358
9929-PLVPA,Female,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.4,94.5,"I have been a customer for 4 months now and have been satisfied with the service so far. The monthly charges of $20.4 are reasonable for the month-to-month contract. I appreciate the convenience of automatic credit card payments. However, I do wish there was an option for internet service as well. Overall, I am happy with the service and have had no issues with churn.",9422
8087-LGYHQ,Male,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.05,811.65,"I have been a customer with this company for 9 months now and I am very satisfied with the service. The fiber optic internet is fast and reliable, and I have had no issues with connectivity. The monthly charges of $94.05 are reasonable for the quality of service I am receiving. I appreciate being able to pay with an electronic check, as it is convenient and hassle-free. Overall, I have had a positive experience and have no plans to churn in the near future.",8546
8510-BBWMU,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.75,806.95,"I have been a loyal customer of this company for 41 months now and I have not experienced any issues with churning. I am satisfied with the one-year contract type and the affordable monthly charges of $19.75. However, I do not use the internet service provided by the company. I prefer to pay my bills through mailed checks and have had no problems with this payment method. Overall, I am happy with my experience as a customer.",2056
4873-ILOLJ,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.35,2238.5,"""I recently canceled my service with this company after being a customer for 24 months. I was on a month-to-month contract with a monthly charge of $90.35 for fiber optic internet service. I found the service to be reliable and fast, but ultimately decided to switch providers for a better deal. The electronic check payment method was convenient and easy to use. Overall, I was satisfied with the service during my time as a customer.""",6539
0691-IFBQW,Female,1,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.0,null,"""I have been a customer with this company for almost four years now and I have been generally happy with the service. However, I recently decided to switch providers due to better pricing options elsewhere. The fiber optic internet service was reliable and fast, but I found the monthly charges to be on the higher side at $110.0. I appreciated the convenience of paying with electronic check. Overall, I had a positive experience with this company but ultimately decided to cancel my contract due to cost considerations.""",538
3679-XASPY,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,19.45,"I have been a customer with this company for one month now and so far I am very satisfied. The month-to-month contract option is convenient for me and the monthly charges of $19.45 are affordable. I do not have internet service with this company, so I cannot comment on that aspect. I find the electronic check payment method easy to use and have had no issues with it. Overall, I am happy with my experience so far and have no complaints.",4775
8443-ZRDBZ,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,318.9,"""I recently decided to cancel my service with this company after being a customer for 4 months. While the fiber optic internet service was fast and reliable, I found the monthly charges of $76.05 to be a bit steep compared to other options available. Additionally, the electronic check payment method was not as convenient for me as I had hoped. Overall, I was satisfied with the service itself but ultimately decided to switch providers due to the cost and payment issues.""",1753
6502-HCJTI,Male,1,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.7,null,"I recently switched internet providers after being with this company for 7 months. The fiber optic service was fast and reliable, but the monthly charges of $94.7 were a bit steep for my budget. The automatic credit card payment method was convenient, but I ultimately decided to switch to a different provider offering a more affordable plan. Overall, I had a positive experience with the internet service itself, but the cost was a deciding factor in my decision to churn.",9947
